X_Coordinate,Y_Coordinate,Z_Coordinate,Failure_Probability,CI_Lower,CI_Upper,Node_ID
4.004910e+03,2.234731e+03,-2.932523e+03,5.806565e-03,4.523773e-03,7.089357e-03,559
3.800000e+03,2.354050e+03,-2.940641e+03,3.579828e-02,2.976962e-02,4.182693e-02,560
3.999278e+03,2.467565e+03,-2.950063e+03,6.118963e-03,4.833381e-03,7.404544e-03,561
3.800000e+03,2.584850e+03,-2.958113e+03,1.935712e-02,1.694692e-02,2.176733e-02,562
3.988562e+03,2.698856e+03,-2.967593e+03,4.682282e-03,3.408518e-03,5.956046e-03,563
3.800000e+03,2.815640e+03,-2.975899e+03,1.142051e-02,1.006004e-02,1.278097e-02,564
3.999596e+03,2.928524e+03,-2.982401e+03,7.192347e-03,5.896263e-03,8.488431e-03,565
3.800000e+03,3.046443e+03,-2.990174e+03,9.629117e-03,8.302744e-03,1.095549e-02,566
3.996064e+03,3.156403e+03,-2.994267e+03,1.414841e-02,1.265774e-02,1.563909e-02,567
3.800000e+03,3.277268e+03,-3.002440e+03,1.528468e-02,1.367885e-02,1.689051e-02,568
3.994873e+03,3.384303e+03,-3.008349e+03,1.149008e-02,1.012888e-02,1.285129e-02,569
3.800000e+03,3.507945e+03,-3.021189e+03,8.587535e-03,7.275337e-03,9.899733e-03,570
4.489143e+03,3.820667e+03,-3.055193e+03,5.818152e-03,4.535318e-03,7.100987e-03,571
4.489143e+03,3.820625e+03,-3.044629e+03,5.819018e-03,4.536195e-03,7.101840e-03,572
4.376223e+03,4.004891e+03,-3.051402e+03,8.178289e-03,6.871124e-03,9.485453e-03,573
4.376236e+03,4.004880e+03,-3.041711e+03,8.120715e-03,6.814287e-03,9.427143e-03,574
4.004998e+03,3.599473e+03,-3.018462e+03,8.981739e-03,7.664486e-03,1.029899e-02,575
3.800000e+03,3.738491e+03,-3.032545e+03,8.566623e-03,7.254680e-03,9.878567e-03,576
3.800000e+03,3.969218e+03,-3.046142e+03,7.646035e-03,6.345024e-03,8.947046e-03,577
4.017297e+03,3.839873e+03,-3.038048e+03,7.768151e-03,6.465788e-03,9.070514e-03,578
4.258637e+03,4.200000e+03,-3.038584e+03,1.259865e-02,1.117343e-02,1.402386e-02,579
4.258597e+03,4.200000e+03,-3.047223e+03,9.834038e-03,8.503158e-03,1.116492e-02,580
3.975727e+03,4.050726e+03,-3.036608e+03,1.123673e-02,9.880860e-03,1.259259e-02,581
4.029292e+03,4.200000e+03,-3.039804e+03,1.553122e-02,1.390060e-02,1.716184e-02,582
4.145664e+03,4.034035e+03,-3.039531e+03,9.166309e-03,7.846525e-03,1.048609e-02,583
3.800000e+03,4.200000e+03,-3.042435e+03,1.536075e-02,1.374770e-02,1.697381e-02,584
6.449852e+03,1.362605e+03,-2.964419e+03,6.551894e-03,5.262237e-03,7.841551e-03,585
6.569251e+03,1.200000e+03,-2.963421e+03,6.083766e-03,4.798487e-03,7.369045e-03,586
6.636008e+03,1.346230e+03,-2.961329e+03,6.239413e-03,4.952704e-03,7.526122e-03,587
6.800000e+03,1.200000e+03,-2.958374e+03,7.212124e-03,5.915808e-03,8.508441e-03,588
6.586485e+03,1.547414e+03,-2.975702e+03,6.587195e-03,5.297190e-03,7.877200e-03,589
6.800000e+03,1.430886e+03,-2.972383e+03,8.162978e-03,6.855969e-03,9.469987e-03,590
6.597476e+03,1.795423e+03,-2.987828e+03,7.267629e-03,5.970716e-03,8.564542e-03,591
6.597422e+03,1.795540e+03,-3.002123e+03,7.856932e-03,6.553541e-03,9.160324e-03,592
6.800000e+03,1.661801e+03,-3.000286e+03,9.125374e-03,7.805860e-03,1.044489e-02,593
6.800000e+03,1.661784e+03,-2.985725e+03,8.296154e-03,6.987507e-03,9.604801e-03,594
4.185261e+03,1.878857e+03,-2.935699e+03,6.555306e-03,5.265624e-03,7.844987e-03,595
4.185242e+03,1.878849e+03,-2.922478e+03,7.359213e-03,6.061383e-03,8.657042e-03,596
4.200092e+03,2.107587e+03,-2.924664e+03,6.489327e-03,5.200302e-03,7.778352e-03,597
4.200105e+03,2.107592e+03,-2.937338e+03,5.956178e-03,4.672074e-03,7.240281e-03,598
4.617029e+03,1.390022e+03,-2.914050e+03,1.265449e-02,1.118624e-02,1.412274e-02,599
4.723082e+03,1.200000e+03,-2.911766e+03,1.451168e-02,1.271925e-02,1.630411e-02,600
4.360819e+03,1.752495e+03,-2.931723e+03,6.547181e-03,5.257593e-03,7.836768e-03,601
4.360819e+03,1.752472e+03,-2.918055e+03,9.010803e-03,7.693303e-03,1.032830e-02,602
4.509491e+03,1.583505e+03,-2.929109e+03,4.808748e-03,3.534028e-03,6.083467e-03,603
4.509497e+03,1.583486e+03,-2.914988e+03,4.528555e-03,3.255953e-03,5.801157e-03,604
4.953789e+03,1.200000e+03,-2.918709e+03,4.958279e-03,3.682413e-03,6.234145e-03,605
4.847071e+03,1.392109e+03,-2.922286e+03,6.373932e-03,5.086002e-03,7.661861e-03,606
5.069115e+03,1.403623e+03,-2.930283e+03,4.001996e-03,2.733329e-03,5.270663e-03,607
5.184523e+03,1.200000e+03,-2.926883e+03,3.925595e-03,2.657560e-03,5.193630e-03,608
5.299887e+03,1.403690e+03,-2.939854e+03,4.073611e-03,2.804438e-03,5.342784e-03,609
5.415329e+03,1.200000e+03,-2.938325e+03,5.182189e-03,3.904582e-03,6.459797e-03,610
5.530690e+03,1.400198e+03,-2.950811e+03,6.492089e-03,5.203025e-03,7.781154e-03,611
5.646122e+03,1.200000e+03,-2.949255e+03,8.112874e-03,6.806543e-03,9.419206e-03,612
6.232607e+03,1.380720e+03,-2.953178e+03,6.281902e-03,4.994812e-03,7.568993e-03,613
6.338467e+03,1.200000e+03,-2.952265e+03,6.048956e-03,4.763999e-03,7.333913e-03,614
6.107687e+03,1.200000e+03,-2.956115e+03,6.437756e-03,5.149194e-03,7.726318e-03,615
5.876909e+03,1.200000e+03,-2.960055e+03,7.416452e-03,6.117967e-03,8.714937e-03,616
5.992050e+03,1.405543e+03,-2.957231e+03,6.808994e-03,5.516815e-03,8.101173e-03,617
5.761312e+03,1.405491e+03,-2.961224e+03,8.053245e-03,6.747612e-03,9.358879e-03,618
6.406159e+03,1.908522e+03,-2.989800e+03,7.219084e-03,5.922706e-03,8.515462e-03,619
6.406111e+03,1.908628e+03,-3.003840e+03,7.436803e-03,6.138087e-03,8.735519e-03,620
5.449285e+03,2.835176e+03,-3.013408e+03,3.398272e-03,2.135117e-03,4.661426e-03,621
5.449288e+03,2.835114e+03,-3.000866e+03,2.767932e-03,1.513085e-03,4.022778e-03,622
5.435898e+03,2.958123e+03,-3.008380e+03,2.897446e-03,1.641715e-03,4.153176e-03,623
5.435918e+03,2.958087e+03,-2.996517e+03,1.984901e-03,7.503544e-04,3.219447e-03,624
5.587792e+03,2.627557e+03,-3.015620e+03,3.651323e-03,2.385487e-03,4.917160e-03,625
5.587785e+03,2.627487e+03,-3.002338e+03,3.249912e-03,1.987838e-03,4.511985e-03,626
5.596061e+03,2.786750e+03,-3.009847e+03,3.476991e-03,2.212888e-03,4.741095e-03,627
5.596065e+03,2.786683e+03,-2.997163e+03,3.184047e-03,1.922952e-03,4.445143e-03,628
5.664928e+03,2.490548e+03,-3.013559e+03,4.460868e-03,3.188791e-03,5.732945e-03,629
5.664932e+03,2.490492e+03,-3.000246e+03,4.302195e-03,3.031299e-03,5.573092e-03,630
5.808531e+03,2.354513e+03,-2.996103e+03,5.239071e-03,3.961035e-03,6.517107e-03,631
5.808511e+03,2.354580e+03,-3.009360e+03,5.292621e-03,4.014151e-03,6.571091e-03,632
6.151571e+03,1.994668e+03,-2.992772e+03,6.714771e-03,5.423537e-03,8.006004e-03,633
6.151529e+03,1.994760e+03,-3.006544e+03,6.865130e-03,5.572401e-03,8.157860e-03,634
5.958281e+03,2.200661e+03,-2.993452e+03,6.016463e-03,4.731839e-03,7.301087e-03,635
5.958246e+03,2.200738e+03,-3.006775e+03,6.082821e-03,4.797580e-03,7.368062e-03,636
5.168485e+03,3.148126e+03,-2.999563e+03,2.021394e-03,7.860685e-04,3.256719e-03,637
5.168437e+03,3.148142e+03,-3.010091e+03,1.953685e-03,7.196544e-04,3.187716e-03,638
5.274830e+03,3.029898e+03,-2.999413e+03,2.004304e-03,7.693166e-04,3.239290e-03,639
5.274800e+03,3.029916e+03,-3.010719e+03,2.789370e-03,1.535114e-03,4.043626e-03,640
5.238765e+03,3.109910e+03,-3.008644e+03,2.160864e-03,9.224663e-04,3.399262e-03,641
5.238808e+03,3.109910e+03,-2.997841e+03,1.870082e-03,6.490784e-04,3.091085e-03,642
5.166996e+03,3.241164e+03,-3.008827e+03,1.597713e-03,3.905488e-04,2.804876e-03,643
5.167042e+03,3.241103e+03,-2.998588e+03,2.327414e-03,1.083821e-03,3.571006e-03,644
5.167738e+03,3.360126e+03,-3.003547e+03,1.644119e-03,4.361921e-04,2.852047e-03,645
5.167704e+03,3.360180e+03,-3.014233e+03,1.423633e-03,2.677818e-04,2.579485e-03,646
5.373554e+03,3.028346e+03,-3.007428e+03,2.856313e-03,1.602032e-03,4.110594e-03,647
5.373582e+03,3.028324e+03,-2.996005e+03,1.625667e-03,4.180966e-04,2.833237e-03,648
5.482722e+03,3.034964e+03,-2.991795e+03,1.308129e-03,1.729884e-04,2.443270e-03,649
5.482692e+03,3.034986e+03,-3.003270e+03,2.592139e-03,1.343408e-03,3.840870e-03,650
5.043914e+03,3.396441e+03,-3.020834e+03,2.119930e-03,8.816779e-04,3.358182e-03,651
5.043947e+03,3.396388e+03,-3.010245e+03,2.185345e-03,9.457858e-04,3.424905e-03,652
4.924634e+03,3.475532e+03,-3.028285e+03,3.379484e-03,2.116142e-03,4.642827e-03,653
4.924655e+03,3.475490e+03,-3.017665e+03,3.412727e-03,2.149169e-03,4.676285e-03,654
5.169550e+03,3.478611e+03,-3.019717e+03,2.046006e-03,8.101364e-04,3.281875e-03,655
5.169562e+03,3.478584e+03,-3.008625e+03,1.961632e-03,7.275008e-04,3.195763e-03,656
4.914110e+03,3.596729e+03,-3.034931e+03,3.873777e-03,2.606145e-03,5.141409e-03,657
4.914116e+03,3.596716e+03,-3.023922e+03,4.051111e-03,2.782178e-03,5.320043e-03,658
4.814999e+03,3.687298e+03,-3.042628e+03,4.068485e-03,2.799361e-03,5.337608e-03,659
4.814994e+03,3.687293e+03,-3.031521e+03,3.915726e-03,2.647750e-03,5.183702e-03,660
4.709774e+03,3.844832e+03,-3.046180e+03,5.365352e-03,4.086287e-03,6.644416e-03,661
4.709766e+03,3.844782e+03,-3.035414e+03,5.406981e-03,4.127580e-03,6.686381e-03,662
4.197033e+03,2.345550e+03,-2.929576e+03,8.902759e-03,7.586689e-03,1.021883e-02,663
4.197046e+03,2.345540e+03,-2.942037e+03,7.774096e-03,6.471731e-03,9.076462e-03,664
3.999257e+03,2.467586e+03,-2.937714e+03,5.568057e-03,4.287304e-03,6.848810e-03,665
3.800000e+03,2.584816e+03,-2.945819e+03,2.853269e-02,2.406713e-02,3.299824e-02,666
3.988537e+03,2.698872e+03,-2.955312e+03,3.746125e-03,2.479462e-03,5.012788e-03,667
3.800000e+03,2.815594e+03,-2.964093e+03,1.482377e-02,1.327786e-02,1.636968e-02,668
3.999595e+03,2.928528e+03,-2.971412e+03,6.537943e-03,5.248425e-03,7.827462e-03,669
3.800000e+03,3.046388e+03,-2.979707e+03,1.127813e-02,9.921897e-03,1.263435e-02,670
3.996105e+03,3.156434e+03,-2.984711e+03,1.499156e-02,1.343904e-02,1.654407e-02,671
3.800000e+03,3.277205e+03,-2.993121e+03,1.635418e-02,1.462349e-02,1.808487e-02,672
3.994901e+03,3.384220e+03,-2.999128e+03,1.180095e-02,1.043207e-02,1.316984e-02,673
3.800000e+03,3.507901e+03,-3.011426e+03,9.551848e-03,8.226429e-03,1.087727e-02,674
4.596590e+03,4.014498e+03,-3.032760e+03,7.831780e-03,6.528697e-03,9.134864e-03,675
4.596565e+03,4.014502e+03,-3.042347e+03,7.325145e-03,6.027643e-03,8.622647e-03,676
4.486095e+03,4.200000e+03,-3.038244e+03,9.826168e-03,8.495742e-03,1.115659e-02,677
4.486142e+03,4.200000e+03,-3.029602e+03,1.196837e-02,1.058632e-02,1.335041e-02,678
4.005006e+03,3.599455e+03,-3.008525e+03,8.646240e-03,7.333374e-03,9.959107e-03,679
3.800000e+03,3.738478e+03,-3.022025e+03,1.005572e-02,8.722233e-03,1.138920e-02,680
3.800000e+03,3.969213e+03,-3.035898e+03,8.882880e-03,7.566837e-03,1.019892e-02,681
4.017273e+03,3.839880e+03,-3.027604e+03,7.614659e-03,6.314033e-03,8.915285e-03,682
4.258678e+03,4.200000e+03,-3.029945e+03,1.466286e-02,1.311852e-02,1.620720e-02,683
4.376248e+03,4.004868e+03,-3.032019e+03,7.857588e-03,6.554208e-03,9.160968e-03,684
3.975725e+03,4.050717e+03,-3.027013e+03,1.093033e-02,9.581369e-03,1.227928e-02,685
4.029319e+03,4.200000e+03,-3.031035e+03,1.792484e-02,1.585094e-02,1.999874e-02,686
4.145672e+03,4.034028e+03,-3.029977e+03,9.188406e-03,7.868301e-03,1.050851e-02,687
3.800000e+03,4.200000e+03,-3.033243e+03,1.781555e-02,1.579312e-02,1.983799e-02,688
6.449905e+03,1.362486e+03,-2.949555e+03,6.124378e-03,4.838734e-03,7.410021e-03,689
6.569248e+03,1.200000e+03,-2.948502e+03,5.567211e-03,4.286443e-03,6.847979e-03,690
6.636068e+03,1.346101e+03,-2.946442e+03,5.834413e-03,4.551373e-03,7.117453e-03,691
6.800000e+03,1.200000e+03,-2.943431e+03,6.536404e-03,5.246894e-03,7.825914e-03,692
6.586539e+03,1.547292e+03,-2.960955e+03,6.004281e-03,4.719724e-03,7.288838e-03,693
6.800000e+03,1.430877e+03,-2.957576e+03,7.044324e-03,5.749741e-03,8.338908e-03,694
6.800000e+03,1.661768e+03,-2.971164e+03,7.249258e-03,5.952513e-03,8.546003e-03,695
6.597529e+03,1.795306e+03,-2.973532e+03,6.706328e-03,5.415157e-03,7.997498e-03,696
6.597830e+03,2.022366e+03,-2.985386e+03,7.329076e-03,6.031525e-03,8.626627e-03,697
6.597775e+03,2.022477e+03,-2.999208e+03,7.563572e-03,6.263467e-03,8.863677e-03,698
6.800000e+03,1.892667e+03,-2.983565e+03,8.580559e-03,7.268387e-03,9.892731e-03,699
6.800000e+03,1.892691e+03,-2.997684e+03,9.018512e-03,7.700562e-03,1.033646e-02,700
4.385386e+03,1.991550e+03,-2.919733e+03,1.341117e-02,1.197932e-02,1.484302e-02,701
4.385385e+03,1.991567e+03,-2.932828e+03,9.573018e-03,8.247661e-03,1.089838e-02,702
4.394975e+03,2.228435e+03,-2.935147e+03,6.414447e-03,5.126161e-03,7.702733e-03,703
4.394976e+03,2.228436e+03,-2.922468e+03,8.203335e-03,6.896005e-03,9.510665e-03,704
4.953774e+03,1.200000e+03,-2.903942e+03,5.327846e-03,4.049083e-03,6.606610e-03,705
4.847078e+03,1.392069e+03,-2.907746e+03,6.354305e-03,5.066559e-03,7.642050e-03,706
4.744533e+03,1.604392e+03,-2.925711e+03,1.269583e-02,1.129503e-02,1.409662e-02,707
4.744535e+03,1.604356e+03,-2.911347e+03,1.484116e-02,1.330511e-02,1.637722e-02,708
4.602260e+03,1.847923e+03,-2.915408e+03,6.978118e-03,5.684300e-03,8.271936e-03,709
4.602254e+03,1.847958e+03,-2.929067e+03,6.927566e-03,5.634248e-03,8.220884e-03,710
5.069119e+03,1.403575e+03,-2.915267e+03,3.953777e-03,2.685471e-03,5.222084e-03,711
5.184500e+03,1.200000e+03,-2.911657e+03,3.814304e-03,2.547093e-03,5.081515e-03,712
5.299881e+03,1.403632e+03,-2.924626e+03,3.682241e-03,2.416075e-03,4.948406e-03,713
5.415312e+03,1.200000e+03,-2.923300e+03,4.960268e-03,3.684403e-03,6.236134e-03,714
5.530702e+03,1.400126e+03,-2.935883e+03,6.196840e-03,4.910550e-03,7.483130e-03,715
5.646112e+03,1.200000e+03,-2.934499e+03,8.350558e-03,7.041397e-03,9.659719e-03,716
5.761342e+03,1.405406e+03,-2.946556e+03,8.198194e-03,6.890863e-03,9.505524e-03,717
5.876902e+03,1.200000e+03,-2.945319e+03,7.243967e-03,5.947334e-03,8.540599e-03,718
5.992089e+03,1.405446e+03,-2.942503e+03,6.536917e-03,5.247425e-03,7.826409e-03,719
6.107681e+03,1.200000e+03,-2.941264e+03,6.156717e-03,4.870780e-03,7.442655e-03,720
6.232653e+03,1.380611e+03,-2.938357e+03,5.913689e-03,4.629957e-03,7.197422e-03,721
6.338462e+03,1.200000e+03,-2.937351e+03,5.695440e-03,4.413594e-03,6.977286e-03,722
6.384390e+03,2.129435e+03,-2.987500e+03,6.796738e-03,5.504690e-03,8.088785e-03,723
6.384342e+03,2.129533e+03,-3.001082e+03,6.885128e-03,5.592197e-03,8.178059e-03,724
5.558080e+03,2.937273e+03,-2.992661e+03,2.167912e-03,9.290138e-04,3.406809e-03,725
5.558057e+03,2.937312e+03,-3.004602e+03,2.835612e-03,1.580548e-03,4.090676e-03,726
5.570919e+03,3.052765e+03,-2.998840e+03,2.236919e-03,9.970140e-04,3.476824e-03,727
5.570959e+03,3.052748e+03,-2.987474e+03,1.662447e-03,4.543695e-04,2.870525e-03,728
5.675399e+03,2.894379e+03,-3.001792e+03,3.018939e-03,1.760086e-03,4.277792e-03,729
5.675426e+03,2.894337e+03,-2.989760e+03,2.656780e-03,1.403567e-03,3.909994e-03,730
5.716214e+03,2.657048e+03,-2.997202e+03,3.247759e-03,1.985696e-03,4.509822e-03,731
5.716209e+03,2.657113e+03,-3.010220e+03,3.632591e-03,2.366920e-03,4.898262e-03,732
5.753628e+03,2.789841e+03,-3.003308e+03,3.786492e-03,2.519630e-03,5.053354e-03,733
5.753647e+03,2.789782e+03,-2.990833e+03,3.708488e-03,2.442289e-03,4.974687e-03,734
5.865114e+03,2.527560e+03,-2.993364e+03,4.605819e-03,3.332674e-03,5.878963e-03,735
5.865091e+03,2.527626e+03,-3.006337e+03,4.604336e-03,3.331190e-03,5.877482e-03,736
6.011897e+03,2.401311e+03,-2.990775e+03,5.374005e-03,4.094881e-03,6.653128e-03,737
6.011863e+03,2.401386e+03,-3.003853e+03,5.459094e-03,4.179270e-03,6.738919e-03,738
6.198427e+03,2.255380e+03,-2.988945e+03,6.133302e-03,4.847601e-03,7.419004e-03,739
6.198385e+03,2.255466e+03,-3.002271e+03,6.303641e-03,5.016365e-03,7.590918e-03,740
5.257646e+03,3.195434e+03,-2.995619e+03,2.338282e-03,1.094135e-03,3.582430e-03,741
5.257597e+03,3.195447e+03,-3.006119e+03,1.731971e-03,5.233520e-04,2.940590e-03,742
5.329598e+03,3.120823e+03,-2.994119e+03,1.139346e-03,4.961047e-05,2.229082e-03,743
5.329555e+03,3.120830e+03,-3.004987e+03,2.267508e-03,1.027951e-03,3.507065e-03,744
5.274109e+03,3.407175e+03,-3.012032e+03,1.615666e-03,4.101246e-04,2.821207e-03,745
5.274133e+03,3.407136e+03,-3.001048e+03,7.436464e-04,0.000000e+00,1.727977e-03,746
5.270562e+03,3.306461e+03,-3.007903e+03,4.529199e-04,0.000000e+00,1.280266e-03,747
5.270602e+03,3.306403e+03,-2.997245e+03,1.045131e-03,0.000000e+00,2.130787e-03,748
5.439227e+03,3.132948e+03,-2.989692e+03,4.622993e-04,0.000000e+00,1.289712e-03,749
5.439182e+03,3.132963e+03,-3.000614e+03,2.000509e-03,8.253812e-04,3.175638e-03,750
5.534429e+03,3.127833e+03,-2.997083e+03,2.054097e-03,8.301429e-04,3.278051e-03,751
5.534478e+03,3.127820e+03,-2.986106e+03,1.035477e-03,0.000000e+00,2.121044e-03,752
5.619551e+03,3.106996e+03,-2.983230e+03,1.640456e-03,4.327680e-04,2.848144e-03,753
5.619499e+03,3.106998e+03,-2.994270e+03,2.004696e-03,7.697805e-04,3.239613e-03,754
5.618788e+03,3.193111e+03,-2.992319e+03,1.595317e-03,3.897728e-04,2.800862e-03,755
5.618842e+03,3.193098e+03,-2.981492e+03,1.421548e-03,2.366078e-04,2.606488e-03,756
5.359166e+03,3.458332e+03,-3.010283e+03,1.768718e-03,6.044307e-04,2.933005e-03,757
5.292457e+03,3.523938e+03,-3.016017e+03,2.122251e-03,8.846316e-04,3.359870e-03,758
5.359179e+03,3.458304e+03,-2.999066e+03,7.504456e-04,0.000000e+00,1.734819e-03,759
5.292455e+03,3.523922e+03,-3.004619e+03,1.669877e-03,4.616993e-04,2.878055e-03,760
5.391598e+03,3.551132e+03,-3.000890e+03,1.299863e-03,1.647842e-04,2.434942e-03,761
5.441248e+03,3.453985e+03,-2.995195e+03,8.276269e-04,0.000000e+00,1.818950e-03,762
5.391610e+03,3.551141e+03,-3.012474e+03,2.275298e-03,1.034761e-03,3.515836e-03,763
5.441236e+03,3.454013e+03,-3.006494e+03,1.739993e-03,5.781986e-04,2.901788e-03,764
5.064856e+03,3.570027e+03,-3.028707e+03,2.858247e-03,1.601460e-03,4.115034e-03,765
5.064851e+03,3.570019e+03,-3.017441e+03,2.861689e-03,1.604885e-03,4.118492e-03,766
5.204935e+03,3.590983e+03,-3.011594e+03,2.644498e-03,1.391469e-03,3.897526e-03,767
5.204953e+03,3.590980e+03,-3.023134e+03,2.684872e-03,1.431377e-03,3.938367e-03,768
4.982315e+03,3.724254e+03,-3.038186e+03,3.358724e-03,2.095510e-03,4.621938e-03,769
4.982291e+03,3.724271e+03,-3.026633e+03,3.022101e-03,1.762570e-03,4.281633e-03,770
4.911816e+03,3.846055e+03,-3.027194e+03,4.650442e-03,3.376932e-03,5.923951e-03,771
4.911833e+03,3.846118e+03,-3.038341e+03,4.816059e-03,3.541323e-03,6.090796e-03,772
4.806839e+03,4.022116e+03,-3.023810e+03,6.782817e-03,5.490917e-03,8.074717e-03,773
4.806826e+03,4.022133e+03,-3.033797e+03,6.905625e-03,5.612480e-03,8.198771e-03,774
4.386927e+03,2.468457e+03,-2.927598e+03,5.134063e-03,3.856877e-03,6.411250e-03,775
4.386927e+03,2.468454e+03,-2.940140e+03,4.789439e-03,3.514895e-03,6.063982e-03,776
4.189338e+03,2.577761e+03,-2.935063e+03,5.709190e-03,4.427255e-03,6.991125e-03,777
4.189356e+03,2.577747e+03,-2.947434e+03,5.710928e-03,4.428968e-03,6.992887e-03,778
3.988511e+03,2.698888e+03,-2.943032e+03,3.097864e-03,1.837237e-03,4.358492e-03,779
3.800000e+03,2.815547e+03,-2.952288e+03,1.984589e-02,1.733705e-02,2.235474e-02,780
3.999595e+03,2.928533e+03,-2.960424e+03,5.984186e-03,4.699824e-03,7.268548e-03,781
3.800000e+03,3.046334e+03,-2.969240e+03,1.369384e-02,1.223351e-02,1.515417e-02,782
3.996147e+03,3.156466e+03,-2.975155e+03,1.590693e-02,1.424147e-02,1.757240e-02,783
3.800000e+03,3.277141e+03,-2.983802e+03,1.935918e-02,1.694895e-02,2.176941e-02,784
3.994929e+03,3.384138e+03,-2.989906e+03,1.208338e-02,1.070637e-02,1.346040e-02,785
3.800000e+03,3.507857e+03,-3.001663e+03,1.146581e-02,1.010385e-02,1.282778e-02,786
4.704320e+03,4.200000e+03,-3.029221e+03,9.905511e-03,8.573579e-03,1.123744e-02,787
4.704364e+03,4.200000e+03,-3.020404e+03,1.162814e-02,1.025424e-02,1.300204e-02,788
4.486190e+03,4.200000e+03,-3.020961e+03,1.418684e-02,1.268342e-02,1.569025e-02,789
4.596615e+03,4.014493e+03,-3.023173e+03,8.425527e-03,7.115439e-03,9.735616e-03,790
4.005013e+03,3.599438e+03,-2.998589e+03,8.203663e-03,6.896249e-03,9.511078e-03,791
3.800000e+03,3.738464e+03,-3.011505e+03,1.194245e-02,1.056732e-02,1.331759e-02,792
3.800000e+03,3.969209e+03,-3.025655e+03,1.074311e-02,9.397246e-03,1.208897e-02,793
4.017249e+03,3.839888e+03,-3.017160e+03,7.346341e-03,6.048639e-03,8.644043e-03,794
4.258718e+03,4.200000e+03,-3.021306e+03,1.603891e-02,1.435777e-02,1.772006e-02,795
4.376261e+03,4.004857e+03,-3.022327e+03,7.368431e-03,6.070466e-03,8.666397e-03,796
3.975723e+03,4.050709e+03,-3.017418e+03,1.031451e-02,8.977293e-03,1.165174e-02,797
4.029346e+03,4.200000e+03,-3.022265e+03,2.064618e-02,1.791940e-02,2.337296e-02,798
4.145680e+03,4.034021e+03,-3.020423e+03,9.066136e-03,7.747741e-03,1.038453e-02,799
3.800000e+03,4.200000e+03,-3.024052e+03,2.307710e-02,1.981965e-02,2.633455e-02,800
6.449959e+03,1.362366e+03,-2.934691e+03,5.713997e-03,4.431997e-03,6.995997e-03,801
6.569246e+03,1.200000e+03,-2.933583e+03,5.048236e-03,3.771678e-03,6.324794e-03,802
6.636129e+03,1.345972e+03,-2.931556e+03,5.535848e-03,4.255349e-03,6.816347e-03,803
6.800000e+03,1.200000e+03,-2.928488e+03,6.208403e-03,4.921992e-03,7.494814e-03,804
6.586592e+03,1.547169e+03,-2.946207e+03,5.460422e-03,4.180538e-03,6.740306e-03,805
6.800000e+03,1.430869e+03,-2.942769e+03,6.022862e-03,4.738125e-03,7.307600e-03,806
6.800000e+03,1.661751e+03,-2.956603e+03,6.252882e-03,4.966032e-03,7.539733e-03,807
6.597583e+03,1.795189e+03,-2.959237e+03,6.281552e-03,4.994459e-03,7.568645e-03,808
6.597885e+03,2.022254e+03,-2.971564e+03,7.157973e-03,5.862236e-03,8.453711e-03,809
6.800000e+03,1.892643e+03,-2.969446e+03,8.023308e-03,6.717955e-03,9.328662e-03,810
6.597418e+03,2.239847e+03,-2.995811e+03,7.339322e-03,6.041657e-03,8.636988e-03,811
6.597471e+03,2.239743e+03,-2.982350e+03,6.994103e-03,5.700059e-03,8.288147e-03,812
6.800000e+03,2.123576e+03,-2.994648e+03,8.756382e-03,7.441921e-03,1.007084e-02,813
6.800000e+03,2.123545e+03,-2.980940e+03,8.335288e-03,7.026193e-03,9.644383e-03,814
4.578905e+03,2.368402e+03,-2.934756e+03,4.998371e-03,3.722242e-03,6.274499e-03,815
4.578907e+03,2.368394e+03,-2.921936e+03,5.351651e-03,4.072747e-03,6.630555e-03,816
4.583551e+03,2.125173e+03,-2.917843e+03,7.235020e-03,5.938561e-03,8.531479e-03,817
4.583543e+03,2.125199e+03,-2.930810e+03,6.422348e-03,5.133986e-03,7.710710e-03,818
5.069123e+03,1.403528e+03,-2.900250e+03,4.390883e-03,3.119296e-03,5.662471e-03,819
5.184476e+03,1.200000e+03,-2.896431e+03,3.937569e-03,2.669389e-03,5.205750e-03,820
4.962766e+03,1.603545e+03,-2.918794e+03,4.263072e-03,2.992410e-03,5.533734e-03,821
4.962762e+03,1.603498e+03,-2.904008e+03,4.050874e-03,2.781817e-03,5.319931e-03,822
4.855228e+03,1.826178e+03,-2.923853e+03,1.013125e-02,8.797385e-03,1.146511e-02,823
4.855228e+03,1.826131e+03,-2.909820e+03,1.184920e-02,1.046770e-02,1.323071e-02,824
4.785497e+03,2.057729e+03,-2.927463e+03,1.211961e-02,1.074319e-02,1.349602e-02,825
4.785506e+03,2.057691e+03,-2.914116e+03,1.428815e-02,1.280438e-02,1.577191e-02,826
5.299876e+03,1.403574e+03,-2.909398e+03,3.613302e-03,2.347656e-03,4.878948e-03,827
5.415294e+03,1.200000e+03,-2.908275e+03,4.933481e-03,3.657831e-03,6.209131e-03,828
5.530713e+03,1.400054e+03,-2.920955e+03,5.812248e-03,4.529410e-03,7.095086e-03,829
5.646102e+03,1.200000e+03,-2.919742e+03,8.725914e-03,7.412090e-03,1.003974e-02,830
5.761371e+03,1.405321e+03,-2.931889e+03,8.434507e-03,7.124337e-03,9.744678e-03,831
